epoch,neg_elbo,recon_loss,kl_div,elbo_decisiveness,elbo_accuracy,elbo_robustness,recon_decisiveness,recon_accuracy,recon_robustness,kl_decisiveness,kl_accuracy,kl_robustness
1.0,298.4654235839844,293.2690124511719,5.196405410766602,1.0437893420543905e-54,0.0,0.0,1.8152229559556968e-51,0.0,0.0,0.006688354655904658,0.00553643054125139,0.004567863768027654
2.0,314.5320739746094,308.569580078125,5.9624857902526855,1.9253786598290203e-52,0.0,0.0,2.5660348700467796e-48,0.0,0.0,0.00407894838834791,0.0025735062218011136,0.0013664611937676938
3.0,322.70831298828125,315.9685974121094,6.739721298217773,7.723501947873435e-55,0.0,0.0,3.073775421579628e-51,0.0,0.0,0.0020886193085826515,0.001182976122998723,0.0005703229007128448
4.0,339.2586975097656,332.5779113769531,6.680779457092285,4.475651877628009e-56,0.0,0.0,9.303947951964477e-52,0.0,0.0,0.0022576637491054804,0.001254800079001648,0.0006657976923195891
5.0,341.216552734375,334.0126953125,7.203859329223633,1.2602617836678645e-52,0.0,0.0,2.7128263729039492e-48,0.0,0.0,0.0015533278965532043,0.0007437098774074525,0.0003078930939504824
6.0,338.669921875,331.37640380859375,7.29353141784668,4.057220918611471e-57,0.0,0.0,2.1880586736254704e-53,0.0,0.0,0.0012970436863294662,0.0006799227688550961,0.0003399017957128437
7.0,348.0247802734375,340.4240417480469,7.600729465484619,1.6685416919033677e-53,0.0,0.0,3.726042862032353e-49,0.0,0.0,0.0010538690474874491,0.0005000862833156121,0.00021510661877044562
8.0,357.11407470703125,349.5421142578125,7.571962356567383,5.316659241145845e-53,0.0,0.0,9.223888609301212e-48,0.0,0.0,0.0011197700910121336,0.000514681586570202,0.0002073580501238663
9.0,354.9232177734375,347.5118103027344,7.411399841308594,4.0987197273063855e-57,0.0,0.0,3.251658864594912e-52,0.0,0.0,0.001243223960702572,0.0006043234807278147,0.00030395433122930955
10.0,357.5187072753906,349.6236877441406,7.895017147064209,7.899353993424738e-56,0.0,0.0,1.6744661242564782e-50,0.0,0.0,0.0007950632368169331,0.00037259519862733055,0.00015040243060859278
