epoch,neg_elbo,recon_loss,kl_div,elbo_decisiveness,elbo_accuracy,elbo_robustness,recon_decisiveness,recon_accuracy,recon_robustness,kl_decisiveness,kl_accuracy,kl_robustness,kldiv_accuracy,kldiv_decisiveness,kldiv_robustness
1.0,280.3111267089844,275.59100341796875,4.7201247215271,7.249488050367072e-58,1.8298782992673485e-122,2.6253822872174755e-289,1.178287387263383e-55,2.0527979871884616e-120,1.2302485561886844e-286,,,,0.008914069044726365,0.01103310347247618,0.007162576931425243
2.0,312.5089111328125,306.6194763183594,5.8894362449646,1.136577810278385e-55,0.0,0.0,6.121208387975498e-52,0.0,0.0,,,,0.0027685353003981087,0.003870753702822714,0.0018171061171066555
3.0,320.0171203613281,313.3937683105469,6.623356819152832,5.595416486249375e-59,0.0,0.0,2.208304366973519e-55,0.0,0.0,,,,0.0013289634013822131,0.0022178617932172044,0.0006321860832771934
4.0,329.4291076660156,322.53790283203125,6.891204833984375,1.2980207105208544e-54,0.0,0.0,8.404464054489304e-51,0.0,0.0,,,,0.0010166892325094209,0.0018701219666395943,0.00047019622893727206
5.0,327.5393981933594,320.52276611328125,7.016623497009277,2.3596843530991183e-51,0.0,0.0,1.713743938072068e-47,0.0,0.0,,,,0.000896848269154227,0.0016271574409839726,0.00039085677090302943
6.0,338.4127197265625,331.2818908691406,7.130817413330078,1.2827273980852968e-61,0.0,0.0,2.0695932493093183e-57,0.0,0.0,,,,0.000800064983280927,0.001494848433265866,0.00030580879683068826
7.0,346.2098083496094,338.6026611328125,7.607141971588135,3.829194442576651e-55,0.0,0.0,4.188832356108858e-51,0.0,0.0,,,,0.0004968899574252379,0.0009807135206831427,0.00016948557745607865
8.0,341.5498046875,333.8652648925781,7.684549808502197,1.697011138296678e-54,0.0,0.0,1.2132361553563114e-50,0.0,0.0,,,,0.0004598774274282036,0.000898040604912519,0.00020413561866355464
9.0,349.7466735839844,342.4068603515625,7.339826583862305,4.405181061401176e-60,0.0,0.0,1.160767205331235e-56,0.0,0.0,,,,0.0006491632855452793,0.0012000371837987713,0.0003465818061241071
10.0,351.70245361328125,343.882080078125,7.820387363433838,9.12161400231185e-59,0.0,0.0,8.213380720445907e-55,0.0,0.0,,,,0.0004014659611903618,0.0007843881501570055,0.00017538576771060328
