epoch,neg_elbo,recon_loss,kl_div,elbo_decisiveness,elbo_accuracy,elbo_robustness,recon_decisiveness,recon_accuracy,recon_robustness,kl_decisiveness,kl_accuracy,kl_robustness,kldiv_accuracy,kldiv_decisiveness,kldiv_robustness
1.0,200.16708374023438,194.64817810058594,5.5189056396484375,1.3455464807917883e-36,1.1709366899021456e-87,3.144354646020758e-164,3.4498886425834546e-33,2.919871947707254e-85,1.324960447195744e-161,,,,0.004010233020052781,0.006505878456519994,0.0010069045961369762
2.0,197.72283935546875,191.52166748046875,6.201174736022949,9.877621762900836e-30,1.3491350126751557e-86,5.152674280690172e-196,1.2277505294477729e-25,6.65566168061641e-84,5.491766530740351e-194,,,,0.0020270486653555415,0.0035980058582417386,0.0006274567209025307
3.0,198.02345275878906,191.09991455078125,6.923534393310547,6.143783637700387e-29,9.988603193137851e-87,8.085413958885969e-197,1.482522078368249e-24,1.0147469631831923e-83,8.443847411587664e-195,,,,0.0009843442311770305,0.0018644911298403672,0.000335338110687564
4.0,196.84658813476562,189.3086700439453,7.537924766540527,1.2080808949190223e-28,3.2405034499857074e-86,7.112088295323551e-207,2.995782917215432e-24,6.085443450324454e-83,1.4581553754166718e-204,,,,0.0005325007908524609,0.001068648296694937,0.0001791359231650319
5.0,197.31231689453125,189.66429138183594,7.648021697998047,2.6381723620490525e-28,2.0339540479546647e-86,9.823512657292777e-205,9.940359266583887e-24,4.264175011571877e-83,2.69342344725776e-202,,,,0.00047698653137712144,0.0009349903905108358,0.0001764692827348872
6.0,198.0341339111328,190.28680419921875,7.747328758239746,5.716778554514006e-29,9.882575361985165e-87,1.4727930215481488e-200,1.2445968454363843e-24,2.288191390739981e-83,4.72443739303601e-197,,,,0.00043189461344792266,0.0008267902719858608,0.00018175888442350586
7.0,198.8307647705078,190.86265563964844,7.968104839324951,6.461063741499557e-28,4.455530368720323e-87,4.890631513495267e-205,1.01032430632956e-23,1.2864810538838617e-83,1.8567560638717464e-201,,,,0.00034633470545633973,0.0006661363539888584,0.00014005299970175995
8.0,198.55807495117188,190.2877197265625,8.27035903930664,4.8591108651229064e-29,5.852212883863719e-87,4.219220221938395e-200,1.178532666989974e-24,2.2860789893247575e-83,1.649173264962222e-197,,,,0.00025599346790690955,0.0005085060080895671,0.00011362215305631726
9.0,199.4521942138672,191.36541748046875,8.086776733398438,3.0649784111730346e-28,2.393373610463795e-87,7.432428810271849e-206,8.423093163659204e-24,7.781320708776672e-84,2.3928150032506424e-202,,,,0.0003075793557466776,0.0005860690322427156,0.00013868646817901761
10.0,198.16026306152344,189.8509979248047,8.309266090393066,1.3114747003192824e-28,8.711369287894728e-87,2.1656333169343023e-206,3.4570960876365534e-24,3.53797704441319e-83,1.0277232205864008e-203,,,,0.00024622458479912283,0.0004575165868178153,0.0001228090816537575
